index,text,label
267,"Siap Maju di Pilpres 2019, Rizal Ramli: Indonesia Harus Lebih Baik --------------------------------------------------------------------- Mar 05 2018, 14:27 MerahPutihdotcom - Mantan Menteri Koordinator (Menko) Kemaritiman, Rizal Ramli menyatakan siap untuk maju sebagai calon presiden di Pemilihan Presiden (Pilpres) 2019 mendatang. ""Saya siap untuk memimpin indonesia agar lebih baik, lebih adil dan lebih makmur. Semenjak mahasiswa, sejak 40 tahun yang lalu saya terus berjuang agar bangsa Indonesia lebih sejahtera,"" kata Rizal, di kediamannya di Jalan Bangka IX, Jakarta Selatan, Senin (5/3). Rizal mengatakan, selama ini ada banyak ide, pandangan dirinya yang disampaikan dalam forum terbuka yang terkait dengan perbaikan Indonesia, digunakan sebagai kampanye dan pencitraan. Namun, hanya sebagian kecil idenya tersebut yang diimplementasikan. ""Berbagai ide tentang perbaikan indonesia, baik bidang politik, ekonomi sering kami jelaskan secara terbuka. Banyak yang kemudian menggunakannya untuk bahan kampanye, berkali-kali, tetapi sedikit sekali yang dilaksanakan,"" ungkap Rizal. Ide perbaikan tersebut harus dilaksanakan sendiri. Hal tersebut yang menjadi alasan dirinya mau bergabung dengan kekuasaan Presiden Abdurrahman Wahid alias Gus Dur. Saat itu, Gus Dur memberikan kewenangan penuh sehingga dirinya bisa melaksanakan gagasan secara maksimal. Hasilnya, dalam 21 bulan pertumbuhan ekonomi meningkat dari -3 persen menjadi 4,5 persen. ""Utang luar negeri berkurang US$ 4,15 miliar, Ekspor naik 2x lipat, gaji PNS naik 2x (125%), Gini index terendah sepanjang sejarah (0,31),"" ujarnya. Dalam banyak kasus lain, presiden diintervensi oleh kekuatan-kekuatan besar di dalam dan luar negeri sehingga kebijakan-kebijakan yang baik dibatalkan. ""ltulah alasan mengapa saya memutuskan siap untuk memimpin Indonesia tahun 2019-2024,"" tegasnya. Selain itu, Rizal mengungkapkan alasan lain terkait kesiapan dirinya maju di Pilpres 2019. Dia merasa ada perasaan kurang nyaman, kegelisahan kolektif sebagai bangsa dalam berbagai hal seperti contohnya kerukunan berbangsa, keadilan, dan demokrasi. ""Demokrasi hanya bermanfaat jika disertai dengan keadilan. Saat ini banyak ketidakadilan, hukum sering dijadikan alat kekuasaan. Tugas kita semua untuk mengubah sehingga keadilan dapat dirasakan oleh seluruh rakyat Indonesia,"" pungkasnya.",0
268,"Nahloh ayo mending jujur aja deh Detiknews. Andie Arief: Info Mahar 500 M ke PAN-PKS dari Fadli Zon Dkk. Jakarta - Wakil Sekretaris Jenderal Partai Demokrat (PD) Andi Arief sempat menyebut Sandiaga Uno memberikan mahar masing-masing Rp 500 miliar ke PAN-PKS untuk syarat pencawapresan dirinya dengan Prabowo Subianto. Andi mendapat informasi ini dari elite Gerindra Fadli Zon hingga Fuad Bawazier. ""Mahar Rp 500 M ke PAN dan Rp 500 M ke PKS itu adalah keterangan resmi dari tim kecil Partai Gerindra, yaitu Fadli Zon, Prasetyo, Sufmi Dasco, dan Fuad Bawazier, saat pertemuan tanggal 7 Agustus sore,"" ujar Andi melalui pesan singkat, Jumat (10/8/2018). Hal ini disampaikan Andi terkait pernyataan PAN yang meminta PD menyampaikan maaf karena pernah berbicara soal mahar Rp 500 miliar. Andi menerangkan, saat itu tim kecil PD meminta penjelasan kepada Gerindra soal munculnya nama Sandiaga sebagai cawapres. ""Saat itu tim kecil Partai Demokrat Hinca Pandjaitan, Syarief Hasan, dan Amir Syamsudin meminta penjelasan kepada Gerindra mengapa nama Sandi Uno yang selama 28 hari sebelumnya tidak dibicarakan sebelumnya sebagai cawapres Prabowo mengapa tiba-tiba muncul dan secara sepihak diputuskan akan dideklarasikan tanggal 9 Agustus sore,"" terang Andi. ""Menurut tim kecil Gerindra, pertimbangan menunjuk Sandi Uno karena ia yang dinilai mampu membayar mahar kepada PAN dan PKS sebagai kompensasi atas mengalahnya PAN dan PKS untuk tidak menjadi wakil Pak Prabowo,"" tambahnya. Jadi, kata Andi, bukan semestinya PD yang meminta maaf. Andi menambahkan Gerindra dan Sandiaga harus menjelaskan secara langsung kepada koalisi soal ada-tidaknya mahar tersebut. ""Bukan Partai Demokrat atau saya yang harus meminta maaf kepada PAN dan PKS. Justru, sebelum koalisi Gerindra, Demokrat, dan PAN ini akan berjalan memenangkan Prabowo-Sandi, maka persoalan soal mahar ini semua anggota koalisi harus mendapat penjelasan dari Gerindra dan Sandi Uno sendiri, benar atau tidak itu harus ada penjelasan,"" tutupnya. Note: Terkadang, kejujuran membawa kehancuran. Akan tetapi, apapun hasilnya bersikap jujur lebih utama karena akan membawa ke dalam kehidupan yang lebih baik dan tenang.",0
269,"Terimakasih Pakde Jokowi.. Sudah membubarkan Mafia migas Petral.. Bensin Premium jadi gak langka.. Harga BBM jadi turun drastis.. dari 6500/liter, turun jadi 4250/setengah liter.. Listrik juga sangat murah.. Bahkan gratis.. Banyak Wong Cilik gak bayar listrik lagi semenjak Jokowi jadi presiden.. karena memang sudah dicabut meterannya. Kalau jaman dulu ada BLT (Bantuan Langsung Tunai) yang tidak mendidik, tapi era Jokowi ada kemajuan.. Ada BLL (Bantuan Langsung Lempar) yang sangat mendidik. Beliau pilihkan menteri-menteri hebat yang punya saran2 luar biasa.. Cabe mahal, kita diajarkan tanam sendiri.. Beras mahal, orang miskin jangan banyak makan.. Daging mahal, disuruh makan keong sawah.. Sarden bercacing katanya protein.. Disela-sela kesibukannya selfie dan ngevlog, ternyata Pakde tetap memikirkan rakyatnya. Takut rakyatnya kelaparan, beliau impor beras saat panen raya.. Takut rakyatnya kurang garam, beliau impor garam walaupun 70% wilayah kita adalah laut.. Takut rakyatnya terlalu lelah bekerja, beliau pun sudah membuat Perpres impor Tenaga Kerja Asing. pengangguran di Cina berkurang. Selama periode ini beliau selalu kerja kerja kerja... Jadi di 2019.. biarlah beliau istirahat.. Kita ganti dengan presiden yang baru.. #gantipresiden",1
270,"Simbul agama sedang di permainkan mengulang kesuksesan Pilkades DKI Jakarta. Kalian bukan sedang mengerjakan sholat juga tidak sedang menuntun orang menjadi mualaf kok kalian bersyahadat, apa hubungannya dapat nomor urut 02 dengan kalimat syahadat? Biar dibilang islami ya........ hehehe Orang yang ahli dalam agama Islampun akan terheran-heran dan mungkin geleng-geleng kepala tanda tidak tahu akan arti no.02 peserta pilpres tahun 2019 jika dikaitkan dengan kalimat syahadat, apalagi orang awam seperti saya, blas ora ngerti bro. NO. 02 itu adalah nomor urut peserta pilpres tahun 2019 nanti yang mana nomor urut tersebut didapatkan dari hasil undian peserta pilpres. Nomor urut 02 itu disandang oleh peserta pilpres Prabowo - Sandiaga Uno sedang pak Jokowi - Ma'ruf Amin mendapatkan nomor urut 1. Sementara Kalimat Syahadat itu adalah bermakna saksi, bersaksi kepada Alla SWT. Aku bersaksi kepada Allah akan keesaanNya dan aku bersaksi kepada Allah bahwasannya Nabi Muhammad adalah utusanNya.Masa Allah dinomor duakan sich....... Dapat no. urut 02 trus baca kalimat syahadat, itu tidak ada sinerginya dan tidak nyambung alias Jaka Sembung....Demi mendapatkan legitimasi dari masyarakat orang-orang ini main akal-akalan menggunakan simbul agama supaya dapat dukungan padahal mah cuma kedok / topeng belaka. Setelah sukses rame-rame jadi maling dan agama dilupakan.....wis lah karep-mu lee tole, doso yo doso-mu.....",1
271,"Sekilas #teringat episode menonton sandiwara cebong Subhanalloh pada hari itu, biiznillah benar - benar dapat melihat kebohongan, spekulasi, sandiwara mereka di depan mata. Dan hal yg lebih mengerikan adalah Pedagang dan penonton yg paham, malah berubah menjadi penjilat dan menikmati 'kekuasaan kodok' area abu-abu tersebut... Sementara itu, sekelompok orang waras yg mencoba memahami 'kenyataan' ini, 'dipaksa' untuk mengerti dan memahami mereka. Segelintir pedagang dan penonton yg lurus pun 'diperangi', ditekan, diinjak dengan 'gaya makar sok hebat' tradisi mereka. Wow, sampai lupa... ada sosok ahlulloh yang senantiasa mengucap, ""Laa illa ha ilallah... laa hawla walaa quwwata illa billah!"" #Reminder ""kamu tipu semua orang, kamu tipu Allah! kamu awali dengan hal yg tidak barokah... lihatlah bahwa ketidak-berkahan mengiringi urusan tersebut!"" *boneka-boneka itu cuma tertawa meringis, aku tau, mereka tau akan hal perbuatan dosa, tapi mereka tak berdaya dan tetap melakukannya... 'alasan klise', kemuliaan di mata penguasa projo tsb dan perut minta makan. naudzubillahiminzaliik... Hampir 2 tahun kejadian itu telah berlalu yah dear... Qadarulloh #Alhamdulillah Allah lebih berkuasa, maha berkehendak dalam menghancurkan makar kalian! DUA di antara aktor boneka sudah masuk kubur, (semoga Allah SWT mengampuni mereka), 10 lainnya sudah dipecat---imbas perekonomian, padahal memang waktu itu mereka sudah di ujung tanduk---tanpa malu tetap melupakan 'izin visa'. Bukan itu saja, anak-anak seumur 10 tahun je---sudah kenal Napza dan pornografi, na'udzubillahiminzaliik faghfirlii... (coba kasih pak bonekanya : kaca yg gede... , plus korek kuping...) Mudahkanlah mereka melalui takdirMu, yaa Allah.... InsyaAllah 'bye bye' pertunjukan boneka! Banyak hal bermanfaat lainnya yang bisa kami lakukan dua tahun ini, tanpa disibukkan dengan kepeningan spekulasi skenario khas kepala Projomu! semoga Allah SWT memberikan kesempatan bertaubat bagi 3 boneka lainnya, qadarulloh ada tentaraNya hadir kini sebagai suntikan motivasi perubahan supaya 'mereka' sadar akan kekeliruan, dan beban dosa tsb. aamiin allahumma aamiin #notes : dan aku, tetap fokus bersujud, merangkul erat amanah-amanahNya--- tak perlu kalian takut, dendam tak pernah mampir dalam hatiku, namun doa 'mohon balasan setimpal kepada Allahu robbi,' senantiasa hinggap menemani dzikir lisanku... Istiqomah itu berat kan, bro?!",1
272,"Mulai bergerak pihak yg berkedok hadiah gratis mencoba membuat aplikasi.. Tertentu diimingin hp android gratis. Berikut Simak syarat ama ketentuannya bagi anda yg penasaran. Bagi-Bagi Hadiah Gratis Tiap Hari... Hai sobat Gratisan!. Bagaimana kabarnya? Semoga sehat lahir batin ya ??. Pada kesempatan kali ini admin akan berbagi sebuah aplikasi yang dapat memberi kita sebuah Smartphone Gratis dan ada juga hadiah gratis lainnya seperti Voucher Belanja, PowerBank, Audio JBL Bluetooth, Samsung Galaxy J7 Prime, Xiaomi Redmi Note 4, Xiaomi Redmi 5A dan masih banyak hadiah gratis lainnya. Dipungut Biaya Min? Oh tidak sama sekali kalian semua akan mendapatkan secara Gratis tanpa mengeluarkan biaya sepeser apapun dan dikirim melalui JNE. Berikut Cara Daftar Dan Cara Kerjanya 1.HP Android dan koneksi internet jangan lupa harus ada kartu SIM yang aktif. 2. Klik Link https://play.google.com/store/apps/details 3. Otomatis ke PLAY STORE kemudian Klik Instal. Jika sudah selesai downloadnya kemudian klik Buka. 4.Lalu daftarkan nomor Hp kalian biar bisa dihubungi pihak aplikasinya untuk pengiriman barangnya... <b>SAMPAI PADA POIN NOMR 4. MAKA SAYA HARUS WAPADA utk mendaftarkan DENGAN NOMR HP YG jika mungkin SDH TERDAFTAR. Maklum inikan menjelang PEMILU psti ada upaya tertentu cari Data utk pemalsuan dgn Alasan gratis dan lain sbagainya..</b> Utk selengkapnya simak disini link blogspotnya... silahkan dicoba siapa tau kamu tertipu. http://info2308.blogspot.co.id//kamu-bisa-dapat-hp-gratis-",0
273,"Lowongan kerja di manjada bandung... Pekerjaan : Customer service Gaji : Fix rate / komisi Syarat, - Laki laki seorang muslim - Masih jones alias single akut - Bukan penghina ulama atau cebong - Minimal lulusan SMA - Kerja sesuai kontrak - Mampu berkomunikasi dengan baik - Siap disiksa dl diawal training - Siap stay di kantor manjada bandung - Mau bekerja keras dan kuat begadang - Jujur dan amanah - Siap mereply ratusan chat per hari - Siap mengikuti arahan tim . Silahkan kirim lamaran dan CV nya ke syirkahmanjada@gmail.com ... (setelah ngirim email jangan lupa untuk komentar di postingan ini agar saya bisa lekas ngecek emailnya)... . Note : Saya akan ngelihat lamaran dan CV nya, jika menurut saya ok maka akan saya panggil untuk wawancara di kantor manjada bandung... Note : Saya ga butuh orang jago tapi pemalas, mau enaknya doank dan isi otaknya cuma ""ngenyangin perut sendiri""...Jangan kirim lamaran jika kamu salah satu dari mereka... Note : Ga usah tanya berapa gajinya sebelum kamu tau apa kerjaan yang akan dilakukan dan kamu yakin kalau kamu kuat kerja di divisi manjada ini... Note : Saya hanya menerima 3 orang saja...InsyaAllah mereka yang ikut saya akan terus saya perhatikan...Jika sudah lama ikut saya dan saya suka dengan kerjaan serta karakternya maka akan saya jadikan tim tetap dan akan menghandle project project saya... . Sip ya... Yang berminat silahkan... . . Kecup sayang, Yasirli Amri CEO of Manjada group",0
274,"7BeholderZone- PETINGGI : Stevania ( vania ) stevy7Bz Owner Reno Hadi ( reno ) rnhd7Bz- Staff Vivian ( vivi ) vivi7Bz- Staff Erlin monica ( erlin ) e7Bz- Staff MALE April Akmal liciousF-7Bz Member com Rudi AS ra7Bz-X5 Member com Andry Lucifer7Bz Member com Aditya.F ( Adit ) Ditzy7Bz- Member club Andi Septian ( Andi ) FFz-Andi7Bz-14 Member com Ahan Han7Bz- Member com Yogiprayoga ( Yogi ) Yogipryg7Bz-H1 Member com Jimmy Budiarto prince7Bz-Ru Member com Ahmad Rahmadhani MvRyimo7Bz88Dis & MvRaimo7Bz88Dis Member com Yoppi Indra prabowo 7BzeppelineRbz- Member com Luken Fs-Reich7Bz Member com Vidi Thamara Dragonic7Bz-YIF Member com Edo Rodeo7Gz-7Bz Member club Pian Reyhan ReyhansF-7Bz Member com Immanuel Johnson Agustian clays7Bz Member com M.Rafly Saleh Member com Andreas Beben4Ez-7Bz Member com Yogi Prastyo heyou7Bz-69 Member com M.Bagus Prasetyo djav7Bz Member com Yudha Putra Pratama Member com Cahya Dewantara Mxne7Bz- Member com Aby mnyu click7Bz Member com Gerry Xavier-7BzPL3- Member com Joshua Ferdiant Fleurette7Bz- Member com Dupimarti yakub Mbiid-7Bz Member com Dika Dika7Bz-Dvs Member com Arta DwonArta7Bz- Member com Rezi SwishKGBR7Bz- Member com Rifky Septian amerstev7Bz Member club Faezy Bhasir ezBhsr-7Bz Member com Ricky Member com Rafly Rapstrens7Bz Member com Handy Agustinus Rusli TERsange7Bz-OBD Member com Janu Hugoo7Bz- Member com Bozrot Member com Naufal Arthapriandi Bara Akmal Kusuma baradTro-7Bz & baraakmal-7Bz Member com Adhit Deuce7Bz- Member com Ahmad Ardiansyah ( Ardi ) ardiansyah7Bz- Member com Rezza Persada rezza--7Bz Member com Audrio Harvianto rio7Bz-irL Member com Daniel Arizona dxnielCsv-7Bz Member com Dimas rizky saputra frauentraum7Bz Member com Fikry irawan Fikry7Bz-01 Member com FEMALE : Dessi AverydTro7Bz- Member club Anggreni L. Devi ( devi ) Xaviereta7Bz- Member club Jossea Michellea ( Jossea ) Alise7Bz Member club Wenny Wenny7Bz Member com Luluk Dulce7Bz- Member com NOTE 1 : 1. UNTUK MEMBER YANG BELUM MEMBERITAHU BAHWA NICK NYA BELUM DIGANTI SESEGERA MUNGKIN COMMENT DIBAWAH 2. JIKA ADA NICK YANG SALAH DI SALAH SATU LIST SILAHKAN KOMMENT NAMANYA BESERTA NICK YANG BENER 3. YANG BELUM MENGIRIM NICK NYA TETAPI NAMANYA BERADA DI LIST SILAHKAN KOMMENT DI BAWAH SESUAI PERATURAN KE 2 DI LIST SILAHKAN KOMMENT DI BAWAH SESUAI PERATURAN KE 2 4. JIKA TIDAK MENGIRIMKAN NICK SEBELUM AWAL BULAN JULI MAKA AKAN DI ANGGAP SUDAH OUT DARI 7BeholderZone !!! SEKIAN TRMA KASIH PS : YG KUNING ADALAH MEMBER CLUB , DAN MERAH ADALAH COM ! DAN DIMINTA YANG CN LANGSUNG COMMENT!! mimin e",0
275,"#TurnBackHoax #Informasi #HOAX Baliho Gambar Jokowi dg tulisan ""DIJAMIN TAK INGKAR JANJI LAGI"". Sudah dibagikan 3.814 kali ! Emejing Menyebarkan informasi palsu atau hoax di dunia maya dapat dikenakan hukum positif. Hukum positif adalah hukum yang berlaku. Maka, penebar hoax akan dikenakan KUHP, Undang-Undang No.11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE), Undang-Undang No.40 Tahun 2008 tentang Penghapusan Diskriminasi Ras dan Etnis, serta tindakan ketika ujaran kebencian telah menyebabkan terjadinya konflik sosial. penebar hoax di dunia maya juga bisa dikenakan ujaran kebencian yang telah diatur dalam KUHP dan UU lain di luar KUHP. Ujaran kebencian ini meliputi penghinaan, pencemaran nama baik, penistaan, perbuatan tidak menenangkan, memprovokasi, menghasut, dan penyebaran berita bohong. Pasal 28 ayat 2 itu berbunyi, ""Setiap Orang dengan sengaja dan tanpa hak menyebarkan informasi yang ditujukkan untuk menimbulkan rasa kebencian atau permusuhan individu dan/atau kelompok masyarakat tertentu berdasarkan atas suku, agama, ras, dan antargolongan (SARA)"" Berita-berita yg menimbulkan kebencian, permusuhan, dan mengakibatkan ketidakharmonisan di tengah masyarakat. Sanksinya hukuman (pidana penjara) selama enam tahun dan/atau denda Rp1 miliar. !! Tapi kenapa masih banyak pelaku penyebar berita hoax dan kebencian masih berkeliaran di sosmed ? bahkan itu ditujukan kepada kepala negara (Presiden), apa susahnya mencyduck mereka ??? Cc: Divisi Humas Mabes Polri Subdit Cyber Crime Polda Metro Jaya Badan Siber dan Sandi Negara Kominfo",0
276,"Bismillahirrahmanirrahim. Membangun suatu koalisi tidak mudah karena banyak yang harus dipertemukan. Sudah saya katakan sejak awal bahwa koalis Partai Gerindra, Partai Keadilan Sejahtera dan Partai Amanat Nasional adalah koalisi de facto. Bukan koalisi satu hari dua hari. Tetapi sejak kita menghadapi berbagai masalah pelik terutama dalam pilkada Jakarta 2017. Karena itu lah saya terus berusaha menjalin kepercayaan, menjalin kerjasama yang erat namun kita tetap berusaha komunikasi dengan banyak pihak untuk membentuk koalisi besar yang memberikan solusi-solusi bagi permasalahan rakyat. Koalisi kita adalah untuk mencari suatu jalan keluar, suatu penyelesaian atas masalah-masalah bangsa kita yaitu mengalir keluarnya kekayaan bangsa kita keluar negeri. Penghargaan saya setinggi-tingginya kepada pimpinan Partai Keadilan Sejahtera dan Partai Amanat Nasional yang rela tidak menduduki jabatan apapun dalam pencalonan calon presiden dan calon wakil presiden pada 2019. Mereka telah legowo dan lebih mementingkan kepentingan bangsa, kepentingan umat, kepentingan rakyat diatas kepentingan golongan maupun kelompok. Sandiaga Salahuddin Uno merupakan pilihan terbaik dari yang ada. Beliau berkorban dengan mengundurkan diri dari jabatan wakil gubernur DKI Jakarta. Beliau pun bersedia mundur dari Partai Gerindra agar dapat diterima oleh partai lain. Saya pun menerima kepercayaan ini karena saya siap dan saya ingin menjadi alat untuk membangun rakyat Indonesia. Saya hanya ingin bekerja dan berjuang untuk kepentingan seluruh rakyat Indonesia bukan segelintir rakyat. Berjuang agar kekayaan bangsa untuk seluruh rakyat Indonesia sehingga terwujud keadilan sosial bagi seluruh rakyat Indonesia. Saya dan Sandiaga Salahuddin Uno maju untuk Indonesia sejahtera. Terima kasih.",0
277,"Adegan Gokil Prabowo dan sandiaga Uno saat KH. Ma'ruf Amin baca Doa Ada yang merhatiin adegan gokil di KPU tadi malam? Jadi begini.. Sewaktu KH. Ma'ruf Amin membaca doa, Pak Jokowi kan khusyuk menundukkan wajahnya dan merapatkan kedua tangannya sambil mengucap amin. Dan Sandiaga juga sedang memperhatikan doa tsb. Adegan gokil (1) Perhatikan detik ke-1 Prabowo justru malah cuek bebek. Pandangannya ke depan cengengesan menatap para hadirin. Tangannya sibuk menyentuh kancing atas kemeja. Tangannya sibuk mencengkram tabung no.urut capres. Entah dia memang rada-rada ""budi"". Entah dia gak tau kalau KH. Ma'ruf Amin sedang baca doa? Atau entah dia memang gak tau adab berdoa? Adegan gokil (2) Melihat Prabowo cuek bebek cengengesan itu. Bango berinisiatif memberitahu Prabowo. Perhatikan detik ke-9 Sandiaga sampai nyolek lengan kanan Prabowo. Sandiaga seolah-olah mau kirim telepati, ""Wo, amin Wo!"" Tapi Prabowo beruntung, adegan memalukan itu berhasil diselamatkan oleh kamerawan yang langsung mengarahkan kamera kepada Ibu Megawati dan Cak Imin. Adegan gokil (3) Lalu Prabowo angkat kedua tangannya tapi tidak mengucap ""amin"" Tangan kirinya tetap memegang tabung no.urut capres. Sandiaga berinisiatif memberitahu PraBowo lagi. Perhatikan detik ke-15 Kali ini bukan nyolek tapi Sandiaga meninggikan suara ""amin"" agar praBowo juga mengikutinya. Sandiaga seolah-olah ingin kasih tau, ""Amin yg keras, Wo!"" Adegan gokil (4) Ternyata bukan cuma Bowo saja yang gagal fokus. Tapi juga Sandiaga karena terlalu fokus memperhatikan prabowo. Perhatikan detik ke-17 Ketika sandiaga melihat Bowo meletakkan tabungnya. Sandiaga mengira doa sudah selesai, eh ternyata belum. Hal itu diketahui dari ekspresi wajahnya yang kaget, posisi tubuhnya dan pandangannya jadi berubah lebih condong menghadap ke KH. Ma'ruf Amin. Adegan gokil (5) Perhatikan detik ke-21 sampai 26 Untuk menutupi rasa malunya itu Sandiagaberupaya ""nylemurne"" dengan mengangkat tangan kanannya 2x kasih komando kepada para hadirin agar mengucap ""amin"" lebih keras. Kayak dirigen aja. Adegan gokil (6) Perhatikan ekspresi Bowo dan Jokowi di foto tsb setelah mengetahui nomer urutnya masing-masing. Pak Jokowi terlihat bahagia dapat no.1 (Wahid) Sedangkan Bowo terlihat sediiih banget. Demikian analisis Cebong garis gokil pemirsa. Salam #IndonesiaMaju #JokowiAmin #JokowiLagi #kerjajokowi",1
278,"INI STRATEGI USTADZ ABDUL SHOMAD (UAS) DALAM RANGKA MENDUKUNG TUAN GURU BAJANG (TGB) DI PILPRES 2019 MENDATANG Yukkkkk simak video pendek ini selengkapnya...... #UAS: ""yang perlu kita datangi kantong2 suara di Jawa Timur, Jawa Barat, disana ada 60 Juta suara, kantong2 suara ini kita rebut untuk menuju RI. Saya berjanji ke Tuan Guru saya tidak datang ke NTB, tapi jadwal saya, yang 2018 ke 2019 sampai hari H mencoblos itu, saya akan sampaikan dimana mana posisi dimana tuan guru yang bisa datang kita duet maut disitu, syukur2 pas pada hari itu nomor sudah dapat ditangan sehingga apakah apa harus begini, apa harus begini...kongkrit"" Demikian declair dukungan Ustadz Abdul Somad (UAS) kepada TUAN GURU BAJANG (TGB) di depan seratusan alumni Al Azhar Kairo dalam acara ""Konkow Kekeluargaan, Keorganisasian dan kebangsaan"" yang diselenggarakan Organisasi Internasional Alumni Al-Azhar (OIAA) Cabang Indonesia di Pondok Cabe 13 Januari 2018. Bismillahirrahmanirrahim TGB UNTUK INDONESIA #TuanGuruBajang #TGB #UAS #MZainulmajdi #GubernurNTB #TGBuntukIndonesia #TGBulamaumara #kamiTGB #TGBest",0
279,"Majelis Ulama Indonesia (MUI) menerima Sukmawati Soekarnoputri di kantor MUI, Jalan Tugu Proklamasi, Jakarta Pusat. Selama satu jam Sukmawati menemui Ketua MUI KH Ma'ruf Amin. Pada pertemuan itu, Sukmawati menjelaskan kepada Ma'ruf soal puisi berjudul ""Ibu Indonesia"" yang dibacakan dalam acara 29 Tahun Anne Avantie Berkarya di Indonesia Fashion Week 2018, yang kemudian menuai pro dan kontra. ""Beliau sesungguhnya tidak ada niatan untuk menghina Islam. Nah itu memang pada umumnya pikiran-pikiran kalangan seniman, budayawan yang biasanya mengekpresikan pikirannya itu secara bebas,"" kata Ma'ruf usai bertemu Sukmawati di Kantor MUI, Jakarta Pusat, Kamis (5/4/2018). Oleh karena itu, ujar dia, Sukmawati sudah meminta maaf, dan khusus kepada umat Islam meminta agar dimaafkan. MUI memaklumi perbuatan yang dilakukan Sukmawati. Pada kesempatan itu, Sukmawati juga mencium tangan Ma'ruf. Datangi MUI, Sukmawati Minta Maaf dan Cium Tangan Ma'ruf Amin - BERDAKWAH Sumber: http://news.berdakwah.net//datangi-mui-sukmawati-minta-maa",0
280,"Ruhut Minta SBY tak Ragu Dukung Jokowi 2 Periode #SAYAINDONESIA - #SAYAJOKOWISAJA. [B11] Analisa persis dengan saya. Karena dugaan cara-cara yang dipakai adalah persis sama dengan Pilkada DKI...khususnya agama maka posisi paling kuat untuk meredam serangan lawan adalah harus memilih Wapres dari KALANGAN AGAMA, sudah dikenal oleh masyarakat seluruh Indonesia, pintar, berani, bersih, tegas...sosok tsb adalah bapak MAHFUD MD. Siapapun pasangan lawan..menurut saya tidak akan bisa bersaing dengann beliau ( Jokowi & Mahfud MD). Bapak TGB juga memenuhi kriteria diatas hanya masih kurang dikenal masyarakat luas. Ibu Sri Mulyani sebaiknya tetap menjabat sebaga Menteri. Yang sangat perlu diperhatikan adalah berkaca dari hasil Pilkada DKI kemarin...ISU SARA BISA MENGALAHKAN PRESTASI NYATA SEORANG PEMIMPIN!!!...AKAL SEHAT BISA DIKALAHKAN....Maaf...pendapat & dugaan saya....Semoga menjadi masukan bagi Jokowi.... [MLRP] Semoga Jokowi mengangkat TGB jadi wapres, biar senep tu SBY.. sombong sekali kader terbaik minta ketemu dari bulan mei tapi malah sibuk, giliran bikin album banyak waktu.. Biar demokrat gabung prabowo, biar nanti Jokowi leluasa kritik perbedaan pembangunan jaman SBY dan jaman Jokowi. ***** Mantan politisi Partai Demokrat Ruhut Sitompul meminta Susilo Bambang Yudhoyono sebagai Ketum Partai Demokrat untuk tidak ragu memberikan dukungan kepada Joko Widodo maju di Pilpres 2019. Ruhut juga melihat ada keragu-raguan dari SBY dalam menentukan arah politik. Tuan Guru Bajang (TGB) Zainul Majdi mengingatkan aspek dwitunggal perlu diwujudkan dalam kepemimpinan presiden dan wakil presiden. Untuk itu TGB melihat Joko Widodo lah yang paling mengetehaui siapa calon wakil presiden tercocok untuk mendapinginya di Pilpres 2019. metrotvnews",1
